# Arm length:          0  mm
# Shutter size:        0.0  mm
# Soller size:         0.0 бу
# Start theta:         10.0 бу
# Stop theta:          80.0 бу
# Increment:           0.0100002289 бу
# Exposure time:       0.1 s
# Frames:              7400
2Theta(бу)	         Counts
19.91954	         121.81130
19.92965	         125.62205
19.93976	         137.14086
19.94987	         145.58400
19.95998	         138.47665
19.97009	         121.36182
19.98020	         114.12612
19.99031	         118.41790
20.00042	         121.23429
20.01053	         120.15831
20.02064	         119.78390
20.03075	         120.82037
20.04086	         119.80798
20.05097	         120.11180
20.06108	         119.61790
20.07119	         115.63779
20.08130	         113.40486
20.09141	         113.08359
20.10152	         117.46912
20.11163	         121.07740
20.12174	         121.33267
20.13185	         123.46511
20.14196	         124.88902
20.15207	         121.13754
20.16218	         115.30285
20.17229	         113.38513
20.18240	         114.00502
20.19251	         115.13197
20.20262	         115.24278
20.21273	         114.33071
20.22284	         111.63632
20.23295	         109.85441
20.24306	         115.08088
20.25317	         119.53283
20.26328	         117.34786
20.27339	         114.08750
20.28350	         112.50875
20.29361	         110.28644
20.30372	         109.85815
20.31382	         112.88412
20.32393	         110.41776
20.33404	         108.30479
20.34415	         115.71978
20.35426	         119.84167
20.36437	         117.56416
20.37448	         118.67970
20.38459	         123.81310
20.39470	         121.32545
20.40481	         111.25786
20.41492	         101.00776
20.42502	         99.96173
20.43513	         111.60737
20.44524	         123.13470
20.45535	         124.55299
20.46546	         119.10349
20.47557	         110.10408
20.48568	         105.89032
20.49579	         111.04464
20.50590	         120.16042
20.51600	         121.17733
20.52611	         121.21209
20.53622	         127.84578
20.54633	         131.19376
20.55644	         130.85933
20.56655	         128.29541
20.57666	         122.55912
20.58676	         120.60631
20.59687	         125.26283
20.60698	         129.62394
20.61709	         128.89656
20.62720	         126.20691
20.63731	         130.46991
20.64742	         132.29017
20.65752	         123.25944
20.66763	         115.35180
20.67774	         113.67558
20.68785	         112.02753
20.69796	         112.67947
20.70807	         115.40038
20.71817	         124.00174
20.72828	         131.94460
20.73839	         129.76476
20.74850	         119.66588
20.75861	         113.14483
20.76871	         114.55979
20.77882	         119.64283
20.78893	         123.67197
20.79904	         124.18589
20.80915	         123.81483
20.81925	         122.26464
20.82936	         120.85728
20.83947	         120.63592
20.84958	         120.06434
20.85969	         122.14742
20.86979	         123.00991
20.87990	         128.28332
20.89001	         133.98602
20.90012	         128.39808
20.91022	         118.23732
20.92033	         114.17135
20.93044	         115.19048
20.94055	         118.08073
20.95065	         120.73434
20.96076	         122.43940
20.97087	         122.52687
20.98098	         119.56799
20.99108	         113.26720
21.00119	         105.67392
21.01130	         105.65468
21.02141	         113.35188
21.03151	         123.02122
21.04162	         124.40072
21.05173	         119.58242
21.06184	         114.06138
21.07194	         110.97415
21.08205	         112.14955
21.09216	         110.94230
21.10226	         110.58624
21.11237	         116.62156
21.12248	         124.52759
21.13259	         127.20913
21.14269	         125.88595
21.15280	         120.19390
21.16291	         114.15330
21.17301	         111.61403
21.18312	         113.58290
21.19323	         117.39405
21.20333	         119.18216
21.21344	         118.87018
21.22355	         114.47056
21.23365	         110.72916
21.24376	         109.54128
21.25387	         113.42129
21.26397	         121.25170
21.27408	         124.85002
21.28419	         121.63282
21.29429	         114.39783
21.30440	         105.98607
21.31451	         100.35482
21.32461	         99.79826
21.33472	         101.91577
21.34483	         104.96405
21.35493	         109.69886
21.36504	         111.59614
21.37515	         108.78281
21.38525	         110.62516
21.39536	         118.60446
21.40547	         124.12073
21.41557	         122.92710
21.42568	         118.01186
21.43578	         113.45154
21.44589	         111.88766
21.45600	         115.74135
21.46610	         116.15962
21.47621	         104.83309
21.48632	         94.85084
21.49642	         99.88012
21.50653	         110.59751
21.51663	         112.78186
21.52674	         111.49010
21.53685	         121.28195
21.54695	         133.79320
21.55706	         135.33480
21.56716	         121.71491
21.57727	         110.76255
21.58737	         111.93772
21.59748	         113.97413
21.60759	         111.71496
21.61769	         112.93769
21.62780	         119.75862
21.63790	         126.20267
21.64801	         132.01425
21.65811	         131.66410
21.66822	         128.01093
21.67833	         131.69146
21.68843	         136.44590
21.69854	         131.36898
21.70864	         118.37062
21.71875	         107.63821
21.72885	         103.20911
21.73896	         106.45536
21.74906	         115.69950
21.75917	         125.19310
21.76927	         131.40211
21.77938	         128.69553
21.78949	         121.22488
21.79959	         118.69588
21.80970	         119.90138
21.81980	         115.08732
21.82991	         105.76779
21.84001	         103.07389
21.85012	         112.48742
21.86022	         119.03489
21.87033	         114.41971
21.88043	         104.85102
21.89054	         98.49647
21.90064	         98.75018
21.91075	         101.65079
21.92085	         106.05727
21.93096	         116.62777
21.94106	         127.68126
21.95117	         133.11455
21.96127	         133.19176
21.97138	         130.35413
21.98148	         126.63643
21.99159	         123.85405
22.00169	         121.10484
22.01179	         120.47994
22.02190	         119.84309
22.03200	         122.44171
22.04211	         126.87467
22.05221	         120.62604
22.06232	         105.06379
22.07242	         97.92500
22.08253	         108.32024
22.09263	         121.06058
22.10274	         121.32431
22.11284	         117.16478
22.12294	         113.27180
22.13305	         109.27852
22.14315	         104.34728
22.15326	         106.84775
22.16336	         112.43413
22.17347	         116.23552
22.18357	         119.82123
22.19367	         120.85109
22.20378	         117.14782
22.21388	         114.15669
22.22399	         117.84462
22.23409	         124.80833
22.24419	         125.62166
22.25430	         119.71091
22.26440	         113.26325
22.27451	         112.30058
22.28461	         110.24931
22.29471	         105.67790
22.30482	         106.53211
