# Arm length:          0  mm
# Shutter size:        0.0  mm
# Soller size:         0.0 бу
# Start theta:         10.0 бу
# Stop theta:          80.0 бу
# Increment:           0.0100002289 бу
# Exposure time:       0.1 s
# Frames:              7400
2Theta(бу)	         Counts
19.20164	         1727.60023
19.21175	         1755.78344
19.22186	         1768.73772
19.23198	         1765.19448
19.24209	         1752.30790
19.25220	         1743.08156
19.26231	         1730.95070
19.27242	         1719.37136
19.28254	         1722.50890
19.29265	         1738.85762
19.30276	         1749.85105
19.31287	         1751.67483
19.32298	         1754.58017
19.33310	         1735.87641
19.34321	         1694.35612
19.35332	         1673.72006
19.36343	         1709.81365
19.37354	         1771.39622
19.38366	         1812.19761
19.39377	         1808.09715
19.40388	         1769.10208
19.41399	         1719.02790
19.42410	         1692.73338
19.43421	         1698.77314
19.44433	         1730.79614
19.45444	         1739.85851
19.46455	         1730.71273
19.47466	         1717.90710
19.48477	         1705.48043
19.49488	         1696.00950
19.50500	         1697.97081
19.51511	         1720.19604
19.52522	         1734.20347
19.53533	         1724.62351
19.54544	         1694.14826
19.55555	         1688.89037
19.56566	         1721.72412
19.57577	         1746.89296
19.58589	         1744.60477
19.59600	         1749.97595
19.60611	         1756.67504
19.61622	         1744.62192
19.62633	         1708.39293
19.63644	         1692.03937
19.64655	         1705.92185
19.65666	         1726.03227
19.66678	         1732.77791
19.67689	         1710.88151
19.68700	         1674.69164
19.69711	         1674.39231
19.70722	         1698.90512
19.71733	         1708.18562
19.72744	         1692.78427
19.73755	         1688.08092
19.74766	         1693.11317
19.75777	         1711.12324
19.76788	         1725.93620
19.77799	         1731.58956
19.78811	         1721.01100
19.79822	         1693.48422
19.80833	         1670.96992
19.81844	         1657.09261
19.82855	         1652.99379
19.83866	         1673.01555
19.84877	         1698.03347
19.85888	         1713.82513
19.86899	         1715.83418
19.87910	         1717.45066
19.88921	         1714.61994
19.89932	         1712.54060
19.90943	         1716.71767
19.91954	         1733.14861
19.92965	         1737.01661
19.93976	         1725.15405
19.94987	         1724.74218
19.95998	         1714.41877
19.97009	         1725.08399
19.98020	         1760.68905
19.99031	         1788.41836
20.00042	         1802.55926
20.01053	         1817.27839
20.02064	         1834.76020
20.03075	         1853.33082
20.04086	         1862.98565
20.05097	         1851.98063
20.06108	         1803.76537
20.07119	         1739.56784
20.08130	         1702.20266
20.09141	         1723.17915
20.10152	         1777.47773
20.11163	         1794.32564
20.12174	         1766.09545
20.13185	         1748.27608
20.14196	         1747.79121
20.15207	         1757.78001
20.16218	         1761.28753
20.17229	         1761.68030
20.18240	         1751.03423
20.19251	         1760.44306
20.20262	         1804.52972
20.21273	         1833.32858
20.22284	         1826.42214
20.23295	         1787.51705
20.24306	         1760.92932
20.25317	         1773.29201
20.26328	         1776.14687
20.27339	         1748.77989
20.28350	         1727.86881
20.29361	         1750.29924
20.30372	         1800.99550
20.31382	         1812.63580
20.32393	         1779.01459
20.33404	         1741.69673
20.34415	         1718.39038
20.35426	         1722.75073
20.36437	         1739.72556
20.37448	         1765.28028
20.38459	         1790.66616
20.39470	         1802.03381
20.40481	         1785.83051
20.41492	         1772.07038
20.42502	         1771.98033
20.43513	         1782.47094
20.44524	         1776.81773
20.45535	         1764.88108
20.46546	         1752.66315
20.47557	         1755.51727
20.48568	         1770.80503
20.49579	         1806.84761
20.50590	         1834.65479
20.51600	         1831.46142
20.52611	         1808.26729
20.53622	         1803.01014
20.54633	         1793.35485
20.55644	         1788.91410
20.56655	         1776.91085
20.57666	         1782.82864
20.58676	         1786.57577
20.59687	         1791.44246
20.60698	         1791.67180
20.61709	         1793.78785
20.62720	         1775.48392
20.63731	         1744.14886
20.64742	         1736.74586
20.65752	         1766.22908
20.66763	         1820.87951
20.67774	         1869.91958
20.68785	         1890.55590
20.69796	         1881.06037
20.70807	         1856.12222
20.71817	         1839.74204
20.72828	         1832.97372
20.73839	         1812.98327
20.74850	         1797.40406
20.75861	         1813.17154
20.76871	         1819.29001
20.77882	         1795.05966
20.78893	         1766.27858
20.79904	         1759.23196
20.80915	         1769.27178
20.81925	         1770.20706
20.82936	         1776.91208
20.83947	         1769.35696
20.84958	         1746.76452
20.85969	         1729.41967
20.86979	         1728.54951
20.87990	         1749.69184
20.89001	         1764.61432
20.90012	         1771.30048
20.91022	         1784.97665
20.92033	         1800.03053
20.93044	         1791.44427
20.94055	         1747.22477
20.95065	         1687.84862
20.96076	         1676.97873
20.97087	         1714.56659
20.98098	         1756.38255
20.99108	         1780.20855
21.00119	         1767.85920
21.01130	         1730.73901
21.02141	         1716.44991
21.03151	         1707.98100
21.04162	         1691.50659
21.05173	         1660.12973
21.06184	         1636.38224
21.07194	         1660.36362
21.08205	         1715.60122
21.09216	         1729.62521
21.10226	         1733.07193
21.11237	         1751.90640
21.12248	         1768.78045
21.13259	         1762.26915
21.14269	         1766.71332
21.15280	         1759.63827
21.16291	         1771.13098
21.17301	         1791.40110
21.18312	         1799.21704
21.19323	         1778.52051
21.20333	         1758.87455
21.21344	         1755.61036
21.22355	         1755.08139
21.23365	         1759.42898
21.24376	         1750.39960
21.25387	         1743.08776
21.26397	         1765.75406
21.27408	         1796.07574
21.28419	         1791.41544
